Store,Customers,DayOfWeek,Open,Promo,Sales,SchoolHoliday,StateHoliday,AverageDailySales,AverageDailyCustomer,SalesPerCustomer,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
1080,523432,3033,622,286,6338656,124,39,10190.765273311898,841.5305466237942,12.109798407434013,a,a,2410.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1081,709444,3766,757,360,4485164,173,38,5924.919418758256,937.1783355350066,6.322083208822684,b,a,400.0,3.0,2006.0,0,,,
1082,807063,3766,780,360,5494934,172,45,7044.78717948718,1034.696153846154,6.808556457178684,c,a,440.0,4.0,2002.0,0,,,
1083,281668,3766,781,360,4019314,193,41,5146.368758002561,360.65044814340587,14.269686297342972,d,c,11540.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
1084,631824,3766,782,360,4904211,193,41,6271.369565217391,807.9590792838875,7.761989098229887,a,a,190.0,,,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1085,596091,3766,784,360,5932711,173,38,7567.2334183673465,760.3201530612245,9.95269346458846,c,a,4030.0,2.0,2015.0,0,,,
1086,655364,3766,781,360,5996057,193,41,7677.409731113957,839.134443021767,9.149201054681063,a,a,180.0,11.0,2013.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
1087,482537,3766,784,360,4925247,209,38,6282.202806122449,615.4808673469388,10.206983091452054,d,c,2210.0,11.0,2011.0,0,,,
1088,377930,3766,779,360,3960984,170,43,5084.703465982028,485.14762516046216,10.480734527558013,a,a,4300.0,3.0,2009.0,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
1089,781006,3766,779,360,7915233,170,43,10160.761232349165,1002.5750962772786,10.134663498103727,d,a,5220.0,5.0,2009.0,0,,,
1090,612815,3766,780,360,5033396,172,45,6453.071794871795,785.6602564102565,8.213565268474172,a,a,330.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1091,546598,3766,784,360,6488655,159,38,8276.345663265307,697.1913265306123,11.870981964807775,a,c,9990.0,,,0,,,
1092,724644,3033,622,286,7439455,124,39,11960.538585209004,1165.022508038585,10.26635837735495,a,a,300.0,7.0,2000.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1093,678171,3766,780,360,6504285,172,45,8338.826923076924,869.45,9.590921758671486,c,c,10450.0,6.0,2009.0,0,,,
1094,232530,3033,622,286,2845473,124,39,4574.715434083601,373.84244372990355,12.23701457876403,d,a,2380.0,3.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1095,530065,3766,782,360,3739067,167,39,4781.415601023018,677.8324808184143,7.053978285681945,a,a,690.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1096,493156,3766,779,360,4250632,170,43,5456.523748395379,633.0629011553274,8.619244214812351,a,c,1130.0,,,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
1097,2280508,3766,942,360,9179413,150,43,9744.599787685775,2420.9214437367305,4.025161499104586,b,b,720.0,3.0,2002.0,0,,,
1098,553080,3766,780,360,4102408,172,45,5259.497435897436,709.0769230769231,7.417386273233529,a,a,1830.0,11.0,2004.0,0,,,
1099,875095,3766,893,360,6914599,159,38,7743.111982082867,979.94960806271,7.901540975551226,a,c,200.0,4.0,2013.0,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
1100,514503,3766,771,360,4167374,170,43,5405.1543450064855,667.3190661478599,8.099805054586659,a,a,540.0,,,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1101,774945,3766,784,360,7818257,159,38,9972.266581632653,988.4502551020408,10.08878952699869,d,c,4060.0,9.0,2012.0,0,,,
1102,439429,3033,622,286,4353993,124,39,6999.988745980708,706.4774919614148,9.908296903481563,a,a,850.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
1103,301204,3766,781,360,3920264,193,41,5019.544174135724,385.66453265044817,13.015311881648318,d,c,1340.0,10.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1104,268215,3033,622,286,3397012,124,39,5461.434083601286,431.2138263665595,12.665257349514382,d,a,260.0,2.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
1105,397318,3766,779,360,3555802,170,43,4564.572528883184,510.0359435173299,8.949511474436093,c,c,330.0,11.0,2008.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
1106,437169,3766,784,360,3836971,159,38,4894.095663265306,557.6135204081633,8.776859749890775,a,c,5330.0,9.0,2011.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1107,416495,3033,623,286,3882362,124,39,6231.720706260032,668.5313001605136,9.321509261815867,a,a,1400.0,6.0,2012.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
1108,460408,3766,780,360,4482599,172,45,5746.921794871795,590.2666666666667,9.736144897569112,a,a,540.0,4.0,2004.0,0,,,
1109,281354,3033,622,286,3064721,124,39,4927.204180064308,452.3376205787781,10.892757877975788,c,a,3490.0,4.0,2011.0,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
1110,422958,3766,783,360,3548486,173,38,4531.910600255428,540.176245210728,8.389688810709337,c,c,900.0,9.0,2010.0,0,,,
1111,351883,3766,779,360,4091076,170,43,5251.702182284981,451.7111681643132,11.626239403438074,a,a,1900.0,6.0,2014.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
1112,653276,3766,779,360,7974294,170,43,10236.577663671373,838.6084724005135,12.206623234283825,c,c,1880.0,4.0,2006.0,0,,,
1113,562151,3766,784,360,5196242,159,38,6627.859693877551,717.0293367346939,9.243498632929587,a,c,9260.0,,,0,,,
1114,2509542,3766,784,360,16202585,169,38,20666.5625,3200.9464285714284,6.456391245892677,a,c,870.0,,,0,,,
1115,337884,3766,781,360,4922229,193,41,6302.469910371319,432.62996158770807,14.567807294811237,d,c,5350.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
